YEAR,FIRE NAME,UNIT,AGENCY,CAUSE,OBJECTIVE,REPORT ACRES,GIS ACRES,COMMENTS
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,238,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,237,
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,230,
1931,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,228,
1931,COW CREEK,Sequoia - Kings Canyon NP,National Park Service,Arson,Suppression (Wildfire),250,219,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,219,
1931,EL CAPITAN,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,218,
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,213,
1931,CAMP #11,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,200,
1931,CAMPBELL CREEK,Six Rivers National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,199,
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,188,
1931,,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,182,
1931,,Lassen National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,181,
1931,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,180,
1931,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,179,
1931,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,176,
1931,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,172,
1931,,Pinnacles National Park,National Park Service,Unknown / Unidentified,Suppression (Wildfire),166,166,Greenlee & Moldenke only mpd to prk bndry
1931,GREAT NORTHE,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,157,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,155,
1931,LECKLER NO. 57,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,153,
1931,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,139,
1931,HOTCHKISS,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,135,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,125,
1931,HALL CREEK,Six Rivers National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),0,124,
1931,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,124,
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,122,
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,121,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,108,
1931,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,104,20090305
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,102,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,101,
1930,POTRERO NO. 42,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"8,783",
1930,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"4,976",
1930,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"2,309",
1930,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,498",
1930,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,438",20090305
1930,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,269",
1930,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,269",20090305
1930,COUGER BUTTE,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,186",
1930,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,091",
1930,SOUTH FOR,Sequoia - Kings Canyon NP,National Park Service,Unknown / Unidentified,Suppression (Wildfire),"2,000","1,075",
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,008",
1930,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,989,
1930,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,905,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,850,
1930,,Mendocino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,803,
1930,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,799,20090305
1930,,Orange County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,733,
1930,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,721,
1930,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,701,
1930,,Cleveland National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,645,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,621,
1930,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,579,
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,573,
1930,,Cleveland National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,550,
1930,CASTRO CYN,Los Padres National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,515,
1930,,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,484,
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,482,
1930,,Lassen National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,465,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,459,
1930,,Cleveland National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,454,
1930,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,440,
1930,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,429,20090305
1930,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,399,
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,396,
1930,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,393,
1930,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,377,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,361,
1930,,Tahoe National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,335,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,326,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,325,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,293,
1930,,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,274,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,274,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,271,
1930,BIG CREEK,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,265,
1930,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,251,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,250,
1930,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,243,
1930,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,243,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,235,
1930,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,233,
1930,CALDOR FIRE,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,233,
1930,TOWER NO. 88,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,232,
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,231,
1930,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,226,
1930,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,222,
1930,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,219,
1930,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,216,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,203,
1930,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,197,
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,183,
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,182,
1930,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,168,
1930,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,165,20090305
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,157,
1930,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,155,
1930,,Tahoe National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,154,
1930,SUPERVISOR #13,Angeles National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),110,146,"S.Imsand, Valyermo,  3N 7W-10, Sheep Ck near Circle Mn-AFA 1906-1930 Cum+T maps*"
1930,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,133,
1930,RED HILL,Sequoia - Kings Canyon NP,National Park Service,Debris,Suppression (Wildfire),250,132,
1930,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,130,
1930,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,119,
1930,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,119,
1930,ROUND MT.,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,105,
1929,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"30,494",
1929,SULPHUR MOUNTAIN,Ventura County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"26,514",
1929,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"22,336",
1929,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"16,280",
1929,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"10,162",
1929,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"9,023",
1929,SUGAR HILL,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"8,825",
1929,RED BANK,Mendocino National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),0,"7,034",
1929,BLUE CREEK #3,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,"6,706",
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"6,484",
1929,BLUE CREEK #2,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,"6,112",
1929,SALISBURY POTRERO,Los Padres National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,"5,895",
1929,PECWAN CREEK,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,"5,449",
1929,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"4,956",
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"4,845",
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"4,065",
1929,,Lassen National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,776",
1929,BLUE CREEK #4,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,"3,769",
1929,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,607",
1929,HOPKINS CREEK,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,"3,462",
1929,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,423",
1929,,Lassen National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,325",
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,301",
1929,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,213",
1929,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"2,796",
1929,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"2,574",
1929,NELL GREEN,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"2,088",
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,945",
1929,HOPKINS RIDGE #10,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,"1,656",
1929,MCCULLOUGH CABIN,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,516",
1929,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,480",
1929,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,461",
1929,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,392",
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,348",
1929,KELLY NO. 41,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,347",
1929,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,262",
1929,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,231",
1929,GARRETT MTN,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,115",
1929,,Cleveland National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,085",
1929,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,073",
1929,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,022",
1929,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,944,
1929,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,936,
1929,MILL VALLEY,Marin County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,864,
1929,,Eldorado National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,806,
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,746,
1929,WHITNEY CREEK,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,661,
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,654,
1929,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,631,
1929,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,581,
1929,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,551,
1929,RYAN 116,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,543,
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,540,
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,524,
1929,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,521,
1929,GRIFFITH PARK 113A,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,452,
